cap_max,cap_min,ub_in,sink,fixed_source,sink_fixed,cap
854180,830630,194170,35127,0,11840,23550
858890,832650,194350,10106,0,12513,26240
851140,822060,194780,23064,0,15050,29080
895810,856600,202100,0,0.0104854496,20070,39210
957860,906380,216880,0,0.0170938275,24696,51480
1038100,976280,236600,0,0.0258188699,22316,61820
1148700,1081600,259210,0,0.040652921,17331,67100
1190400,1127900,268070,0,0.0140789073,9444.2,62500
1216000,1163600,274270,0,0.0077502284,6474.9,52400
1268000,1226400,284150,0,0.020045674,4601.6,41600
1292700,1265000,289980,0,0.0095293401,3215.7,27700
1299900,1283600,291610,0,0.0026481796,1043.2,16300
1299500,1291300,291410,541.9,0,52.951,8200
1299000,1294700,291350,658.66,0,172.28,4300
1283700,1281500,288390,15274,0,23.543,2200
1233000,1231000,276870,51428,0,614.09,2000
1131300,1127300,253060,104700,0,2980,4000
978110,968760,219280,160780,0,7809.6,9350
988920,971870,221780,2517.9,0,12196,17050
956320,940780,214150,41151,0,9434.6,15540
925750,910310,207260,39508,0,8274.3,15440
895350,879430,198620,39446,0,8967.7,15920
881070,862430,197240,25078,0,10996,18640
882410,861210,197210,10523,0,14311,21200
865490,843230,191700,28121,0,13954,22260
851680,825800,191010,27367,0,12771,25880
843520,813400,187860,23213,0,15783,30120
881630,842440,198830,0,0.0079307495,22624,39190
969520,917130,218980,0,0.0275244682,22212,52390
1046800,985200,237230,0,0.0248005568,21353,61600
1160300,1092900,263670,0,0.0421736483,16127,67400
1194600,1132100,270100,0,0.0107860281,9182.5,62500
1239000,1188600,278960,0,0.0160620297,6537.3,50400
1281400,1244100,289560,0,0.0161351081,5226.8,37300
1306400,1281000,294650,0,0.0095667493,3372.8,25400
1313300,1297900,296100,0,0.0025318631,816.83,15400
1311000,1302800,295210,2459.5,0,218.37,8200
1306500,1302500,294290,4587.4,0,77.713,4000
1296000,1294800,290950,10515,0,66.063,1200
1237700,1236400,279390,58957,0,541.99,1300
1116400,1112900,251770,124050,0,4022.7,3500
971880,963820,217490,151510,0,6954.6,8060
958010,942520,217330,26735,0,12489,15490
918790,903170,208780,49329,0,11850,15620
889230,872460,201150,39696,0,9753,16770
846990,830510,192280,51942,0,10367,16480
830470,809090,187450,29269,0,11863,21380
860050,833880,192070,0,0.0062695202,14034,26170
853080,826340,191670,19866,0,13911,26740
824930,794380,187470,43902,0,15108,30550
835330,799310,190150,7971,0,17654,36020
861560,816210,197050,0,0.0016453521,24914,45350
936580,878640,211230,0,0.021533777,27248,57940
1015700,945470,230420,0,0.0240980469,24326,70230
1114800,1036000,253330,0,0.0340227935,21990,78800
1141400,1066100,260430,0,0.0063012745,14461,75300
1188200,1123500,270890,0,0.0168558876,9466.8,64700
1230600,1179900,279110,0,0.0156570534,7755.2,50700
1253400,1217200,283280,0,0.0081669494,3656.6,36200
1256100,1232500,283610,0,0.0001180869,2329.6,23600
1253500,1240300,282520,3181.8,0,677.55,13200
1252100,1245400,282420,1903.3,0,115.57,6700
1247700,1243700,281750,4799.8,0,70.466,4000
1230700,1228200,277860,17538,0,95.219,2500
1208200,1205800,273580,23725,0,1312.4,2400
1141100,1138700,260350,68578,0,1957.7,2400
1049800,1046100,237090,94330,0,2801.8,3700
929990,924150,209620,124740,0,6219.2,5840
815750,804840,183320,123010,0,9074.7,10910
799380,780140,182970,31028,0,13191,19240
817320,792950,187300,0,0.0010376702,15335,24370
790860,764790,179490,40974,0,13914,26070
843400,807180,192110,0,0.0139810344,15983,36220
897250,854820,202960,0,0.0157405716,19399,42430
902230,855730,204910,8904.8,0,15203,46500
922880,868810,208100,0,0.0023548219,15705,54070
963820,902330,217880,0,0.0107781983,17354,61490
1025600,956910,235890,0,0.0190195311,17517,68690
1081600,1009600,246880,0,0.0181286702,14506,72000
1125200,1055500,256090,0,0.0142472487,7602,69700
1148800,1085800,261380,0,0.0067610596,5797.3,63000
1152900,1098900,261360,1491.1,0,5396.8,54000
1208600,1160400,273980,0,0.0209039106,6610.4,48200
1216700,1181300,275490,0,0.0025450868,1714.5,35400
1213900,1190500,274730,3423.6,0,310.74,23400
1211800,1198000,274160,2228.5,0,100,13800
1212400,1204100,273980,0,0.0001066554,278.87,8300
1205500,1201000,272110,7013.9,0,181.86,4500
1196300,1192900,269910,9451,0,539.32,3400
1191600,1188300,268460,5805.9,0,608.87,3300
1148700,1146600,258620,43836,0,1056.7,2100
1077900,1074100,242130,73812,0,2747.9,3800
1012000,1004500,227550,71431,0,6114.9,7500
985190,971530,219790,36764,0,9567.7,13660
976780,958470,216930,19357,0,10355,18310
960660,938040,212870,27783,0,11091,22620
956230,926020,211880,18279,0,13471,30210
960520,921520,212300,11183,0,14657,39000
984320,937420,218820,0,0.0033163252,14518,46900
981730,926980,221750,19770,0,14447,54750
1016200,956000,227880,0,0.0081173605,17067,60200
1065100,1000800,238290,0,0.0145617469,16545,64300
1097900,1034900,248340,0,0.0087968159,13461,63000
1135300,1081500,254460,0,0.0124981513,9057.7,53800
1154900,1113700,259630,0,0.0060246205,7017.3,41200
1184100,1154700,265930,0,0.0105955022,4908.9,29400
1187300,1168700,266440,0,0.0004604811,2350.7,18600
1197500,1186300,268990,0,0.0038938188,1624.7,11200
1197200,1191600,268870,620.84,0,448.71,5600
1196300,1193300,268630,1162.4,0,308.71,3000
1188200,1186200,266620,8361.8,0,159.41,2000
1136100,1134100,255710,52920,0,425.53,2000
1031000,1026700,230610,108440,0,3638.5,4300
912820,901060,207990,128620,0,7366.5,11760
922010,901790,210410,6055.4,0,13134,20220
892420,873550,202090,41381,0,10404,18870
860480,843630,193570,41650,0,10627,16850
809140,791770,185460,61578,0,11479,17370
804310,783760,184030,17901,0,13094,20550
818240,794210,185500,13.525,0,14175,24030
823410,797210,185400,9391,0,14464,26200
815300,786920,182970,23491,0,16120,28380
824670,790100,187100,8393.4,0,15685,34570
842500,798340,193720,3677.7,0,22924,44160
940030,883380,210600,0,0.0316594893,25105,56650
1053000,984840,235780,0,0.0387985558,23493,68160
1141100,1066600,257590,0,0.030323633,18847,74500
1204400,1133600,269880,0,0.0219161338,10303,70800
1235700,1178100,276970,0,0.0102261951,7998.8,57600
1279500,1236700,286350,0,0.0167623646,6197.2,42800
1293300,1265400,288990,0,0.0048932098,3223.7,27900
1303400,1286900,291820,0,0.0038808126,1000.3,16500
1303100,1294700,291700,450.93,0,288.77,8400
1298100,1293300,290840,4989.4,0,136.21,4800
1285000,1282200,288020,13173,0,147.01,2800
1228300,1226300,275130,57518,0,570.68,2000
1116900,1112100,249080,115330,0,3623.7,4800
969430,959640,220300,155810,0,7699.5,9790
965960,949340,219790,16078,0,13414,16620
934920,917420,213710,41892,0,9671.2,17500
912430,896130,208170,32684,0,9186,16300
887290,870280,200740,35074,0,10634,17010
868160,850040,197860,30160,0,9158.5,18120
878110,856520,197840,3329.4,0,12782,21590
865670,842900,195960,25337,0,12734,22770
874860,848010,195970,6085.4,0,14591,26850
842850,812080,189030,46733,0,16951,30770
882100,841000,198780,0,0.0083683501,19271,41100
943480,891820,212690,0,0.0173282874,21601,51660
1045500,984770,237930,0,0.0349567184,22338,60730
1142100,1076100,260180,0,0.0348297012,17492,66000
1173200,1112600,265670,0,0.009768585,9251.6,60600
1213400,1162500,275750,0,0.0136965505,8251.4,50900
1261100,1222500,285540,0,0.0181199704,4612.9,38600
1294500,1267000,292020,0,0.013302449,3372.9,27500
1303000,1286100,293690,0,0.0032255861,1479.4,16900
1299700,1291400,292930,3440.5,0,171.45,8300
1296400,1292300,292410,3506,0,180.86,4100
1289100,1286800,290690,7480.8,0,123.73,2300
1222700,1220700,277150,67104,0,1002,2000
1115800,1111900,252420,110280,0,3052.4,3900
978300,969490,220010,145080,0,6423.4,8810
968140,952840,219570,22403,0,11541,15300
921210,905660,209470,56241,0,9078.3,15550
909370,892620,205760,22182,0,8370.8,16750
856620,840100,193520,61487,0,9660,16520
855720,839280,193150,9769.9,0,10667,16440
860070,839960,194540,7817.1,0,12648,20110
855460,833290,193150,16007,0,12972,22170
842010,815830,189240,27385,0,14211,26180
848270,816410,191060,9376.6,0,16266,31860
860560,819260,193380,7341.2,0,19094,41300
958260,903960,216750,0,0.0321449389,21000,54300
1060600,998520,238070,0,0.036091609,21818,62080
1149300,1082400,258690,0,0.0311366306,16034,66900
1198400,1137600,269840,0,0.0170511984,9720.3,60800
1231800,1183300,276360,0,0.011534647,7809.1,48500
1259200,1223000,282860,0,0.0099456262,6347.5,36200
1287500,1262200,289030,0,0.0111201009,3421.3,25300
1295500,1279800,290570,0,0.0028798121,1482.6,15700
1293100,1285000,290080,2643,0,320.22,8100
1291100,1286900,289920,2230.2,0,152,4200
1276400,1273700,287010,14776,0,258.8,2700
1224600,1222400,274810,52552,0,704.54,2200
1120300,1116400,251280,107540,0,2774.4,3900
976160,968800,221080,150320,0,7013.1,7360
958200,941250,215250,31644,0,13415,16950
934650,916470,208760,35242,0,11723,18180
901990,886110,201590,41392,0,10205,15880
872630,855140,196260,39201,0,9535.1,17490
840510,821580,189160,42325,0,9416.9,18930
829890,807050,186000,23012,0,11669,22840
821930,796700,185440,20639,0,12175,25230
808160,778870,185320,29446,0,14478,29290
803420,769410,182220,21355,0,14959,34010
842280,798500,193220,0,0.007348732,20880,43780
938160,883720,211500,0,0.0313528209,22087,54440
1004600,941390,228460,0,0.0198847275,22569,63210
1109700,1040500,251690,0,0.0381147505,17560,69200
1168200,1105000,263240,0,0.0209739441,9980,63200
1193000,1142500,269820,0,0.0077950324,6287.1,50500
1236800,1199400,279800,0,0.0164852756,4770.2,37400
1258700,1233700,283790,0,0.008417069,2592.3,25000
1262800,1248000,285270,0,0.001489495,1563.6,14800
1261800,1253400,285080,1034.8,0,276.43,8400
1260000,1255900,285210,1990.9,0,177.6,4100
1249800,1247600,283020,10453,0,152.52,2200
1189200,1187700,270660,61202,0,629.23,1500
1088400,1084000,247750,104720,0,3797.3,4400
935820,925080,216070,161290,0,7057,10740
925360,907710,211640,23491,0,13042,17650
918310,899870,210380,18020,0,10844,18440
867330,849250,199640,60302,0,10394,18080
836630,817720,190660,41328,0,9565.6,18910
810180,789770,183170,37211,0,10202,20410
849310,823030,191730,0,0.0103366828,15158,26280
840880,814950,190210,21651,0,14072,25930
847730,815890,191060,10939,0,14991,31840
819970,785030,185000,45241,0,19879,34940
855640,809680,193770,0,0.0053138458,23373,45960
937390,878760,210120,0,0.0238683718,27096,58630
1000700,931080,224220,0,0.0170612032,25555,69620
1119700,1040700,249790,0,0.0428913828,19949,79000
1167500,1088000,261390,0,0.014695724,12269,79500
1202200,1132100,267630,0,0.0106698856,8819.9,70100
1244500,1189400,277780,0,0.0151067902,7654.9,55100
1264500,1226000,281840,0,0.0069711601,3452.1,38500
1261000,1235300,280870,5761.7,0,1539.1,25700
1259400,1245000,280180,2531.4,0,375.16,14400
1257100,1248800,279810,2843.8,0,273.74,8300
1252400,1247600,278440,5069.2,0,306,4800
1233300,1230600,273740,19197,0,360.41,2700
1214200,1211600,270470,20357,0,1271.6,2600
1167000,1164000,259840,49294,0,1472.3,3000
1057800,1053700,234600,112470,0,2876.5,4100
930080,922440,206470,133870,0,5701.7,7640
828940,816370,185560,111050,0,9595.9,12570
826290,807600,184260,15722,0,15633,18690
823300,797530,183830,19175,0,13744,25770
800700,772040,179220,36865,0,15641,28660
841370,805300,189340,0,0.0104406455,17008,36070
905390,861840,201810,0,0.0199430162,18408,43550
917150,870790,204720,1863.6,0,16506,46360
919280,868350,205600,11519,0,17305,50930
977610,917410,220280,0,0.0171390665,17217,60200
1033600,966330,230720,0,0.0166270825,19042,67270
1103700,1033100,249660,0,0.0238675018,15969,70600
1130000,1061500,253560,0,0.0076114664,8499.9,68500
1149700,1085300,257460,0,0.0054665275,6310.3,64400
1167600,1113500,260890,0,0.0052899213,5217.9,54100
1209600,1164300,270740,0,0.0159946061,5465.8,45300
1218900,1185500,272920,0,0.0031187959,2107.4,33400
1218100,1196900,272750,1340.2,0,450.65,21200
1216000,1204300,272240,2138,0,147.14,11700
1212600,1205500,271390,3614.3,0,33.908,7100
1207000,1202100,270550,6154.3,0,222.7,4900
1208900,1204900,270380,0,0.000363874,749.52,4000
1192000,1189100,267180,17506,0,271.08,2900
1158900,1156300,260870,34281,0,1106.4,2600
1077400,1073800,243180,83780,0,2752,3600
1010500,1001900,227330,73093,0,5163.5,8600
981370,967260,219050,37942,0,10949,14110
979020,958690,218970,13156,0,10231,20330
958340,934390,216450,31110,0,10331,23950
948300,918980,212930,21356,0,10984,29320
951510,916820,211350,9643.9,0,13928,34690
951250,908010,213900,16632,0,15836,43240
953130,904310,216370,12809,0,17774,48820
974510,919250,220050,0,0.0024788812,15843,55260
1039100,978190,235200,0,0.0212919222,17661,60910
1083100,1023300,245840,0,0.0139327504,12199,59800
1113400,1059900,252860,0,0.0094627866,7848,53500
1130200,1087300,255760,0,0.0045665318,6823.8,42900
1161200,1129800,262460,0,0.011069207,6117,31400
1167000,1146300,263260,0,0.0014151551,2059.3,20700
1176700,1165100,265730,0,0.0036076384,1171.8,11600
1177500,1171000,266190,0,9.05650528513637E-005,280.68,6500
1175100,1172200,265560,2409.3,0,174.09,2900
1159600,1158000,262910,15593,0,341.05,1600
1110200,1108700,251480,50005,0,299.7,1500
1013500,1009000,228160,100450,0,4236.5,4500
891520,881180,200430,130520,0,8133.7,10340
894560,874380,202390,12269,0,13495,20180
869160,849460,196570,36906,0,11538,19700
840820,822330,187490,38396,0,11032,18490
824650,806380,185110,26546,0,11562,18270
805590,786550,180450,29107,0,11707,19040
813300,788400,183890,7114.8,0,13030,24900
811970,786730,181530,15212,0,14845,25240
840720,810870,186220,0,0.0052481622,15783,29850
793480,760470,178310,63563,0,17886,33010
822420,782430,184400,0,0.0035931097,23093,39990
893280,841040,205190,0,0.0206129018,26836,52240
980600,917120,224150,0,0.0278293967,24930,63480
1100900,1029300,250440,0,0.0436687111,16930,71600
1135600,1068700,256540,0,0.0102431598,10593,66900
1178900,1123900,268010,0,0.0152064031,7248.9,55000
1214300,1174700,274890,0,0.0129909957,6886.9,39600
1236800,1211200,279550,0,0.0083914046,2899.1,25600
1247100,1231600,281840,0,0.0038124755,1236.9,15500
1247500,1238800,281940,0,1.76575753621297E-005,55.713,8700
1243800,1239300,281120,3833.3,0,0,4500
1230500,1227800,278470,13536,0,14.833,2700
1163300,1162100,264450,67407,0,763.7,1200
1057900,1053900,241220,108790,0,3765.3,4000
939370,929080,212050,127150,0,8134.8,10290
927920,910450,211530,24977,0,13882,17470
923790,902870,212160,17877,0,12017,20920
879900,861750,203840,53937,0,9147.2,18150
864490,846490,200260,25777,0,9928.5,18000
847060,827350,195800,28438,0,9528.5,19710
850910,827780,196570,9277.8,0,12084,23130
843910,819370,193560,19730,0,13216,24540
847950,818570,196220,10915,0,15554,29380
828020,795430,187130,35884,0,15217,32590
880850,838050,196180,0,0.0136065075,20321,42800
946700,893540,211470,0,0.0186610988,23443,53160
1042100,977500,236050,0,0.0312623429,22422,64600
1158400,1088300,262590,0,0.04255818,16081,70100
1196300,1130200,271160,0,0.0120040019,11359,66100
1227500,1172200,278170,0,0.0105424333,8220.5,55300
1271000,1231100,287500,0,0.0165518291,5241.8,39900
1295000,1268300,292000,0,0.0093444691,2152.1,26700
1304000,1289500,293670,0,0.0034234199,725.38,14500
1303400,1295600,293470,855.84,0,124.45,7800
1300400,1296700,292540,3098.5,0,107.77,3700
1291900,1290100,291340,8571.1,0,327.96,1800
1242000,1240800,279660,50389,0,443.1,1200
1131100,1126800,253500,114740,0,2727.9,4300
1001000,991350,227100,138260,0,6644.5,9650
982450,965820,222300,31322,0,12630,16630
947870,931110,214380,45115,0,11725,16760
908360,892260,205230,48035,0,8307.6,16100
911020,894150,206850,7788.1,0,9632.8,16870
876150,858740,199040,44794,0,10065,17410
880360,859060,201120,7636.7,0,12686,21300
853690,830930,196390,38431,0,11846,22760
857250,830290,195280,11132,0,13086,26960
836990,806400,191380,35002,0,14753,30590
871950,832480,197840,0,0.0068502327,22002,39470
969460,918530,218450,0,0.0327669755,21339,50930
1059600,998630,236860,0,0.0303775719,20578,60970
1160800,1093800,260950,0,0.0363447736,16388,67000
1196200,1134200,267970,0,0.0106542259,11144,62000
1229800,1180100,275220,0,0.0116464396,6206.2,49700
1262500,1226700,282800,0,0.0121605985,4977.9,35800
1279000,1255000,287350,0,0.006000696,3810.6,24000
1291900,1277100,289620,0,0.0050872156,1488.3,14800
1289100,1281100,289080,2962.6,0,28.136,8000
1285500,1281400,288510,3789.3,0,126.15,4100
1277000,1275300,286710,8479.7,0,236.19,1700
1214700,1213300,271560,62694,0,524.9,1400
1114400,1109700,249560,104480,0,3520.1,4700
962180,952650,217770,159870,0,7319.5,9530
948060,931780,211420,26750,0,12656,16280
931420,915570,208940,26464,0,10344,15850
873960,859590,197160,66405,0,8402.8,14370
851400,835860,191380,32213,0,10218,15540
813660,796340,185600,48325,0,9881.1,17320
843550,823260,190780,0,0.0077002044,11397,20290
843090,822580,190820,11684,0,13649,20510
821850,797900,186920,33956,0,13664,23950
803050,774700,179450,32714,0,17179,28350
822030,783540,184010,765.45,0,21317,38490
921920,872140,207850,0,0.0334738353,22416,49780
1030100,967880,232970,0,0.0371081822,20665,62220
1124000,1057500,252630,0,0.0339597199,16509,66500
1172400,1109200,263330,0,0.0165057201,11211,63200
1206800,1155500,271210,0,0.0117804167,7150.7,51300
1244300,1204400,280290,0,0.0139466701,5474.6,39900
1263500,1236900,284990,0,0.0072282396,3125.1,26600
1283300,1266200,288160,0,0.0077645831,778.39,17100
1281800,1271500,287760,1877.5,0,245.39,10300
1279100,1274400,287430,2830.5,0,218.39,4700
1269200,1267500,285250,10062,0,84.758,1700
1218900,1217500,272680,50926,0,712.02,1400
1106400,1101800,245190,116570,0,3724.7,4600
977450,967640,219250,137100,0,7094.6,9810
960320,941800,219030,31009,0,12655,18520
940910,923770,213030,30264,0,10475,17140
875190,859160,197650,74191,0,8553,16030
864520,846810,194480,21371,0,9972.4,17710
827960,809290,188390,47040,0,12578,18670
847930,825120,193550,0,0.0029754665,13473,22810
833680,807780,190420,28666,0,14908,25900
841130,810640,191990,9432.7,0,14546,30490
810270,775190,185380,48677,0,20147,35080
842990,798480,192890,0,0.0043616512,23672,44510
919190,861330,210830,0,0.0217447475,26142,57860
1028800,958710,233600,0,0.0363365088,26283,70090
1146600,1066500,257110,0,0.0420396711,23075,80100
1188100,1109200,265060,0,0.0127395711,12219,78900
1220200,1151900,272700,0,0.0102153204,8837.2,68300
1250100,1198900,279120,0,0.0104502153,7274.4,51200
1263200,1227800,283330,0,0.0042192353,4083.4,35400
1269200,1246100,285170,0,0.0015009787,1639.5,23100
1260000,1246000,283290,10081,0,546.55,14000
1255600,1248300,282620,4828.6,0,233.13,7300
1249000,1245300,281130,6838.3,0,430.15,3700
1227800,1225900,276420,21319,0,237.46,1900
1208700,1206500,272300,20389,0,1381.1,2200
1151900,1148700,257970,58822,0,1509.4,3200
1053300,1049800,234440,101240,0,3301.4,3500
940740,933210,209600,118800,0,5723.8,7530
824950,812350,184170,125490,0,10113,12600
810280,791420,181780,27900,0,13986,18860
826980,802510,184740,0,0.000743051,14961,24470
801820,773140,181540,40416,0,14220,28680
